Emotions,Path
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-07_PitchShiftRG_L0_TimeShifted_17.61.wav
disgust,Audios - Train 2/03-01-07-02-01-02-17.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-17_PitchShiftRG_H0_TimeShifted_11.31.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-17_PitchShiftRG_L0_TimeShifted_-37.66.wav
sad,Audios - Train 2/03-01-04-01-02-01-22.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-22_PitchShiftRG_H0_TimeShifted_8.16.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-01-22_PitchShiftRG_L0_TimeShifted_10.6.wav
happy,Audios - Train 2/03-01-03-01-02-02-20.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-20_PitchShiftRG_H0_TimeShifted_8.08.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-20_PitchShiftRG_L0_TimeShifted_28.44.wav
happy,Audios - Train 2/03-01-03-02-01-01-14.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-14_PitchShiftRG_H0_TimeShifted_7.51.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-14_PitchShiftRG_L0_TimeShifted_8.54.wav
disgust,Audios - Train 2/03-01-07-02-02-01-01.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-01_PitchShiftRG_H0_TimeShifted_15.56.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-01_PitchShiftRG_L0_TimeShifted_4.25.wav
surprise,Audios - Train 2/03-01-08-02-01-02-24.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-24_PitchShiftRG_H0_TimeShifted_11.44.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-24_PitchShiftRG_L0_TimeShifted_17.02.wav
surprise,Audios - Train 2/03-01-08-01-02-01-14.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-14_PitchShiftRG_H0_TimeShifted_27.36.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-14_PitchShiftRG_L0_TimeShifted_8.08.wav
happy,Audios - Train 2/03-01-03-02-01-01-08.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-08_PitchShiftRG_H0_TimeShifted_6.78.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-08_PitchShiftRG_L0_TimeShifted_8.19.wav
angry,Audios - Train 2/03-01-05-02-01-02-10.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-10_PitchShiftRG_H0_TimeShifted_6.22.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-10_PitchShiftRG_L0_TimeShifted_6.29.wav
fear,Audios - Train 2/03-01-06-02-01-02-08.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-08_PitchShiftRG_H0_TimeShifted_9.99.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-08_PitchShiftRG_L0_TimeShifted_9.76.wav
disgust,Audios - Train 2/03-01-07-01-01-02-22.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-22_PitchShiftRG_H0_TimeShifted_6.48.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-22_PitchShiftRG_L0_TimeShifted_5.75.wav
sad,Audios - Train 2/03-01-04-01-02-02-15.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-02-15_PitchShiftRG_H0_TimeShifted_9.11.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-02-15_PitchShiftRG_L0_TimeShifted_13.53.wav
fear,Audios - Train 2/03-01-06-02-01-02-19.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-19_PitchShiftRG_H0_TimeShifted_5.72.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-19_PitchShiftRG_L0_TimeShifted_18.21.wav
surprise,Audios - Train 2/03-01-08-02-02-01-18.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-18_PitchShiftRG_H0_TimeShifted_3.31.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-18_PitchShiftRG_L0_TimeShifted_7.05.wav
sad,Audios - Train 2/03-01-04-02-01-02-24.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-24_PitchShiftRG_H0_TimeShifted_64.85.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-24_PitchShiftRG_L0_TimeShifted_9.07.wav
calm,Audios - Train 2/03-01-02-01-01-02-17.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-02-17_PitchShiftRG_H0_TimeShifted_4.25.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-02-17_PitchShiftRG_L0_TimeShifted_10.36.wav
calm,Audios - Train 2/03-01-02-02-01-02-08.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-02-08_PitchShiftRG_H0_TimeShifted_7.15.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-02-08_PitchShiftRG_L0_TimeShifted_5.51.wav
surprise,Audios - Train 2/03-01-08-01-02-01-19.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-19_PitchShiftRG_H0_TimeShifted_12.4.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-19_PitchShiftRG_L0_TimeShifted_5.1.wav
disgust,Audios - Train 2/03-01-07-01-01-01-02.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-01-02_PitchShiftRG_H0_TimeShifted_9.07.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-01-02_PitchShiftRG_L0_TimeShifted_13.23.wav
disgust,Audios - Train 2/03-01-07-02-02-01-20.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-20_PitchShiftRG_H0_TimeShifted_5.72.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-20_PitchShiftRG_L0_TimeShifted_5.15.wav
calm,Audios - Train 2/03-01-02-01-02-02-20.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-02-20_PitchShiftRG_H0_TimeShifted_14.73.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-02-20_PitchShiftRG_L0_TimeShifted_96.53.wav
calm,Audios - Train 2/03-01-02-01-01-01-02.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-01-02_PitchShiftRG_H0_TimeShifted_5.82.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-01-02_PitchShiftRG_L0_TimeShifted_26.04.wav
calm,Audios - Train 2/03-01-02-02-02-02-20.wav
calm,Audios - Train 2/Aug_03-01-02-02-02-02-20_PitchShiftRG_H0_TimeShifted_19.11.wav
calm,Audios - Train 2/Aug_03-01-02-02-02-02-20_PitchShiftRG_L0_TimeShifted_4.95.wav
happy,Audios - Train 2/03-01-03-02-02-02-16.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-02-16_PitchShiftRG_H0_TimeShifted_6.14.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-02-16_PitchShiftRG_L0_TimeShifted_18.49.wav
fear,Audios - Train 2/03-01-06-02-01-02-15.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-15_PitchShiftRG_H0_TimeShifted_5.08.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-15_PitchShiftRG_L0_TimeShifted_6.61.wav
calm,Audios - Train 2/03-01-02-01-02-01-10.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-01-10_PitchShiftRG_H0_TimeShifted_16.38.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-01-10_PitchShiftRG_L0_TimeShifted_5.63.wav
surprise,Audios - Train 2/03-01-08-02-01-02-22.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-22_PitchShiftRG_H0_TimeShifted_5.17.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-02-22_PitchShiftRG_L0_TimeShifted_3.53.wav
happy,Audios - Train 2/03-01-03-02-01-01-16.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-16_PitchShiftRG_H0_TimeShifted_8.69.wav
happy,Audios - Train 2/Aug_03-01-03-02-01-01-16_PitchShiftRG_L0_TimeShifted_9.56.wav
angry,Audios - Train 2/03-01-05-02-02-01-03.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-01-03_PitchShiftRG_H0_TimeShifted_14.87.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-01-03_PitchShiftRG_L0_TimeShifted_5.31.wav
neutral,Audios - Train 2/03-01-01-01-02-02-11.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-11_PitchShiftRG_H0_TimeShifted_8.16.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-11_PitchShiftRG_L0_TimeShifted_3.15.wav
sad,Audios - Train 2/03-01-04-01-02-02-05.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-02-05_PitchShiftRG_H0_TimeShifted_7.62.wav
sad,Audios - Train 2/Aug_03-01-04-01-02-02-05_PitchShiftRG_L0_TimeShifted_8.01.wav
neutral,Audios - Train 2/03-01-01-01-02-01-07.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-07_PitchShiftRG_H0_TimeShifted_5.57.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-07_PitchShiftRG_L0_TimeShifted_12.76.wav
sad,Audios - Train 2/03-01-04-02-02-01-01.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-01-01_PitchShiftRG_H0_TimeShifted_13.32.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-01-01_PitchShiftRG_L0_TimeShifted_13.12.wav
calm,Audios - Train 2/03-01-02-01-01-01-15.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-01-15_PitchShiftRG_H0_TimeShifted_4.63.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-01-15_PitchShiftRG_L0_TimeShifted_5.39.wav
disgust,Audios - Train 2/03-01-07-01-01-02-10.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-10_PitchShiftRG_H0_TimeShifted_16.09.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-10_PitchShiftRG_L0_TimeShifted_10.88.wav
disgust,Audios - Train 2/03-01-07-02-01-02-22.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-22_PitchShiftRG_H0_TimeShifted_12.56.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-22_PitchShiftRG_L0_TimeShifted_3.62.wav
angry,Audios - Train 2/03-01-05-02-02-02-08.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-08_PitchShiftRG_H0_TimeShifted_15.59.wav
angry,Audios - Train 2/Aug_03-01-05-02-02-02-08_PitchShiftRG_L0_TimeShifted_4.82.wav
surprise,Audios - Train 2/03-01-08-02-01-01-07.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-07_PitchShiftRG_H0_TimeShifted_6.68.wav
surprise,Audios - Train 2/Aug_03-01-08-02-01-01-07_PitchShiftRG_L0_TimeShifted_7.73.wav
angry,Audios - Train 2/03-01-05-01-02-01-16.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-16_PitchShiftRG_H0_TimeShifted_6.71.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-16_PitchShiftRG_L0_TimeShifted_6.33.wav
neutral,Audios - Train 2/03-01-01-01-01-02-15.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-02-15_PitchShiftRG_H0_TimeShifted_2.84.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-02-15_PitchShiftRG_L0_TimeShifted_8.84.wav
happy,Audios - Train 2/03-01-03-01-02-02-23.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-23_PitchShiftRG_H0_TimeShifted_3.61.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-23_PitchShiftRG_L0_TimeShifted_4.87.wav
calm,Audios - Train 2/03-01-02-01-01-01-14.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-01-14_PitchShiftRG_H0_TimeShifted_8.86.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-01-14_PitchShiftRG_L0_TimeShifted_11.24.wav
angry,Audios - Train 2/03-01-05-01-02-01-18.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-18_PitchShiftRG_H0_TimeShifted_4.11.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-18_PitchShiftRG_L0_TimeShifted_12.24.wav
neutral,Audios - Train 2/03-01-01-01-02-01-13.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-13_PitchShiftRG_H0_TimeShifted_7.78.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-01-13_PitchShiftRG_L0_TimeShifted_6.0.wav
calm,Audios - Train 2/03-01-02-02-01-01-01.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-01-01_PitchShiftRG_H0_TimeShifted_4.58.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-01-01_PitchShiftRG_L0_TimeShifted_6.98.wav
disgust,Audios - Train 2/03-01-07-02-02-02-04.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-02-04_PitchShiftRG_H0_TimeShifted_4.87.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-02-04_PitchShiftRG_L0_TimeShifted_4.19.wav
surprise,Audios - Train 2/03-01-08-01-02-02-12.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-02-12_PitchShiftRG_H0_TimeShifted_11.06.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-02-12_PitchShiftRG_L0_TimeShifted_5.3.wav
happy,Audios - Train 2/03-01-03-01-02-02-15.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-15_PitchShiftRG_H0_TimeShifted_34.66.wav
happy,Audios - Train 2/Aug_03-01-03-01-02-02-15_PitchShiftRG_L0_TimeShifted_27.63.wav
angry,Audios - Train 2/03-01-05-01-01-02-22.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-02-22_PitchShiftRG_H0_TimeShifted_55.35.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-02-22_PitchShiftRG_L0_TimeShifted_8.46.wav
calm,Audios - Train 2/03-01-02-02-01-01-24.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-01-24_PitchShiftRG_H0_TimeShifted_4.75.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-01-24_PitchShiftRG_L0_TimeShifted_8.61.wav
disgust,Audios - Train 2/03-01-07-01-02-02-06.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-02-06_PitchShiftRG_H0_TimeShifted_3.8.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-02-06_PitchShiftRG_L0_TimeShifted_7.74.wav
angry,Audios - Train 2/03-01-05-01-02-01-05.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-05_PitchShiftRG_H0_TimeShifted_-96.43.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-05_PitchShiftRG_L0_TimeShifted_19.62.wav
calm,Audios - Train 2/03-01-02-01-02-01-13.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-01-13_PitchShiftRG_H0_TimeShifted_4.12.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-01-13_PitchShiftRG_L0_TimeShifted_9.01.wav
neutral,Audios - Train 2/03-01-01-01-01-02-17.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-02-17_PitchShiftRG_H0_TimeShifted_6.58.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-02-17_PitchShiftRG_L0_TimeShifted_6.2.wav
sad,Audios - Train 2/03-01-04-01-01-01-07.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-01-07_PitchShiftRG_H0_TimeShifted_7.09.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-01-07_PitchShiftRG_L0_TimeShifted_7.03.wav
angry,Audios - Train 2/03-01-05-01-01-01-11.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-11_PitchShiftRG_H0_TimeShifted_4.16.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-11_PitchShiftRG_L0_TimeShifted_7.54.wav
fear,Audios - Train 2/03-01-06-02-02-01-20.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-01-20_PitchShiftRG_H0_TimeShifted_4.03.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-01-20_PitchShiftRG_L0_TimeShifted_6.14.wav
fear,Audios - Train 2/03-01-06-01-02-02-07.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-02-07_PitchShiftRG_H0_TimeShifted_11.09.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-02-07_PitchShiftRG_L0_TimeShifted_7.94.wav
fear,Audios - Train 2/03-01-06-01-01-02-04.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-04_PitchShiftRG_H0_TimeShifted_14.29.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-02-04_PitchShiftRG_L0_TimeShifted_8.94.wav
happy,Audios - Train 2/03-01-03-02-02-02-18.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-02-18_PitchShiftRG_H0_TimeShifted_11.41.wav
happy,Audios - Train 2/Aug_03-01-03-02-02-02-18_PitchShiftRG_L0_TimeShifted_6.39.wav
fear,Audios - Train 2/03-01-06-02-02-01-14.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-01-14_PitchShiftRG_H0_TimeShifted_5.05.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-01-14_PitchShiftRG_L0_TimeShifted_87.61.wav
disgust,Audios - Train 2/03-01-07-01-02-02-11.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-02-11_PitchShiftRG_H0_TimeShifted_13.04.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-02-11_PitchShiftRG_L0_TimeShifted_5.78.wav
surprise,Audios - Train 2/03-01-08-01-01-02-24.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-24_PitchShiftRG_H0_TimeShifted_4.73.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-24_PitchShiftRG_L0_TimeShifted_7.01.wav
angry,Audios - Train 2/03-01-05-02-01-02-01.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-01_PitchShiftRG_H0_TimeShifted_7.47.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-01_PitchShiftRG_L0_TimeShifted_17.18.wav
disgust,Audios - Train 2/03-01-07-02-02-02-11.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-02-11_PitchShiftRG_H0_TimeShifted_7.83.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-02-11_PitchShiftRG_L0_TimeShifted_8.53.wav
surprise,Audios - Train 2/03-01-08-01-02-01-07.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-07_PitchShiftRG_H0_TimeShifted_5.31.wav
surprise,Audios - Train 2/Aug_03-01-08-01-02-01-07_PitchShiftRG_L0_TimeShifted_5.46.wav
surprise,Audios - Train 2/03-01-08-01-01-02-05.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-05_PitchShiftRG_H0_TimeShifted_8.0.wav
surprise,Audios - Train 2/Aug_03-01-08-01-01-02-05_PitchShiftRG_L0_TimeShifted_10.45.wav
disgust,Audios - Train 2/03-01-07-02-01-02-08.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-08_PitchShiftRG_H0_TimeShifted_52.24.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-08_PitchShiftRG_L0_TimeShifted_11.86.wav
angry,Audios - Train 2/03-01-05-01-01-01-23.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-23_PitchShiftRG_H0_TimeShifted_6.03.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-23_PitchShiftRG_L0_TimeShifted_3.62.wav
disgust,Audios - Train 2/03-01-07-02-02-01-14.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-14_PitchShiftRG_H0_TimeShifted_11.17.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-14_PitchShiftRG_L0_TimeShifted_4.83.wav
disgust,Audios - Train 2/03-01-07-01-01-02-06.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-06_PitchShiftRG_H0_TimeShifted_24.04.wav
disgust,Audios - Train 2/Aug_03-01-07-01-01-02-06_PitchShiftRG_L0_TimeShifted_9.9.wav
surprise,Audios - Train 2/03-01-08-02-02-01-13.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-13_PitchShiftRG_H0_TimeShifted_3.27.wav
surprise,Audios - Train 2/Aug_03-01-08-02-02-01-13_PitchShiftRG_L0_TimeShifted_9.9.wav
disgust,Audios - Train 2/03-01-07-02-02-01-15.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-15_PitchShiftRG_H0_TimeShifted_7.51.wav
disgust,Audios - Train 2/Aug_03-01-07-02-02-01-15_PitchShiftRG_L0_TimeShifted_8.38.wav
calm,Audios - Train 2/03-01-02-01-01-02-16.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-02-16_PitchShiftRG_H0_TimeShifted_13.93.wav
calm,Audios - Train 2/Aug_03-01-02-01-01-02-16_PitchShiftRG_L0_TimeShifted_18.28.wav
fear,Audios - Train 2/03-01-06-02-01-01-08.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-01-08_PitchShiftRG_H0_TimeShifted_11.52.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-01-08_PitchShiftRG_L0_TimeShifted_4.59.wav
fear,Audios - Train 2/03-01-06-01-01-01-14.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-01-14_PitchShiftRG_H0_TimeShifted_5.8.wav
fear,Audios - Train 2/Aug_03-01-06-01-01-01-14_PitchShiftRG_L0_TimeShifted_6.6.wav
sad,Audios - Train 2/03-01-04-02-01-01-22.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-01-22_PitchShiftRG_H0_TimeShifted_13.21.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-01-22_PitchShiftRG_L0_TimeShifted_5.08.wav
angry,Audios - Train 2/03-01-05-02-01-01-09.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-01-09_PitchShiftRG_H0_TimeShifted_6.83.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-01-09_PitchShiftRG_L0_TimeShifted_13.16.wav
angry,Audios - Train 2/03-01-05-02-01-02-05.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-05_PitchShiftRG_H0_TimeShifted_7.17.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-05_PitchShiftRG_L0_TimeShifted_6.02.wav
sad,Audios - Train 2/03-01-04-02-01-02-17.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-17_PitchShiftRG_H0_TimeShifted_9.99.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-17_PitchShiftRG_L0_TimeShifted_9.27.wav
sad,Audios - Train 2/03-01-04-01-01-02-24.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-02-24_PitchShiftRG_H0_TimeShifted_6.79.wav
sad,Audios - Train 2/Aug_03-01-04-01-01-02-24_PitchShiftRG_L0_TimeShifted_7.44.wav
neutral,Audios - Train 2/03-01-01-01-01-01-10.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-01-10_PitchShiftRG_H0_TimeShifted_6.8.wav
neutral,Audios - Train 2/Aug_03-01-01-01-01-01-10_PitchShiftRG_L0_TimeShifted_4.69.wav
fear,Audios - Train 2/03-01-06-01-02-01-03.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-01-03_PitchShiftRG_H0_TimeShifted_5.89.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-01-03_PitchShiftRG_L0_TimeShifted_5.45.wav
sad,Audios - Train 2/03-01-04-02-02-02-20.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-02-20_PitchShiftRG_H0_TimeShifted_8.85.wav
sad,Audios - Train 2/Aug_03-01-04-02-02-02-20_PitchShiftRG_L0_TimeShifted_15.02.wav
angry,Audios - Train 2/03-01-05-01-02-01-02.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-02_PitchShiftRG_H0_TimeShifted_10.54.wav
angry,Audios - Train 2/Aug_03-01-05-01-02-01-02_PitchShiftRG_L0_TimeShifted_5.54.wav
angry,Audios - Train 2/03-01-05-01-01-01-09.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-09_PitchShiftRG_H0_TimeShifted_6.75.wav
angry,Audios - Train 2/Aug_03-01-05-01-01-01-09_PitchShiftRG_L0_TimeShifted_5.25.wav
angry,Audios - Train 2/03-01-05-02-01-02-09.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-09_PitchShiftRG_H0_TimeShifted_4.49.wav
angry,Audios - Train 2/Aug_03-01-05-02-01-02-09_PitchShiftRG_L0_TimeShifted_3.6.wav
fear,Audios - Train 2/03-01-06-02-02-02-15.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-02-15_PitchShiftRG_H0_TimeShifted_16.85.wav
fear,Audios - Train 2/Aug_03-01-06-02-02-02-15_PitchShiftRG_L0_TimeShifted_31.0.wav
fear,Audios - Train 2/03-01-06-01-02-02-11.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-02-11_PitchShiftRG_H0_TimeShifted_5.83.wav
fear,Audios - Train 2/Aug_03-01-06-01-02-02-11_PitchShiftRG_L0_TimeShifted_26.33.wav
neutral,Audios - Train 2/03-01-01-01-02-02-23.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-23_PitchShiftRG_H0_TimeShifted_4.34.wav
neutral,Audios - Train 2/Aug_03-01-01-01-02-02-23_PitchShiftRG_L0_TimeShifted_-126.36.wav
calm,Audios - Train 2/03-01-02-02-01-01-02.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-01-02_PitchShiftRG_H0_TimeShifted_5.11.wav
calm,Audios - Train 2/Aug_03-01-02-02-01-01-02_PitchShiftRG_L0_TimeShifted_14.54.wav
fear,Audios - Train 2/03-01-06-02-01-02-12.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-12_PitchShiftRG_H0_TimeShifted_5.74.wav
fear,Audios - Train 2/Aug_03-01-06-02-01-02-12_PitchShiftRG_L0_TimeShifted_8.46.wav
disgust,Audios - Train 2/03-01-07-01-02-01-03.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-01-03_PitchShiftRG_H0_TimeShifted_13.65.wav
disgust,Audios - Train 2/Aug_03-01-07-01-02-01-03_PitchShiftRG_L0_TimeShifted_7.56.wav
calm,Audios - Train 2/03-01-02-01-02-02-18.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-02-18_PitchShiftRG_H0_TimeShifted_20.13.wav
calm,Audios - Train 2/Aug_03-01-02-01-02-02-18_PitchShiftRG_L0_TimeShifted_5.11.wav
disgust,Audios - Train 2/03-01-07-02-01-02-15.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-15_PitchShiftRG_H0_TimeShifted_6.36.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-15_PitchShiftRG_L0_TimeShifted_142.44.wav
sad,Audios - Train 2/03-01-04-02-01-02-19.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-19_PitchShiftRG_H0_TimeShifted_26.84.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-19_PitchShiftRG_L0_TimeShifted_10.01.wav
disgust,Audios - Train 2/03-01-07-02-01-02-01.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-01_PitchShiftRG_H0_TimeShifted_101.6.wav
disgust,Audios - Train 2/Aug_03-01-07-02-01-02-01_PitchShiftRG_L0_TimeShifted_10.41.wav
sad,Audios - Train 2/03-01-04-02-01-02-23.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-23_PitchShiftRG_H0_TimeShifted_4.37.wav
sad,Audios - Train 2/Aug_03-01-04-02-01-02-23_PitchShiftRG_L0_TimeShifted_27.31.wav
